type,title,director,cast,country,rating,description,genres
Movie,My Scientology Movie,John Dower,Louis Theroux,United Kingdom,TV-MA,"After speaking with former Scientology members and being stonewalled by higher-ups, filmmaker Louis Theroux hires actors to re-create alleged events.",Documentaries
TV Show,Spartacus,,"Andy Whitfield, Liam McIntyre, Dustin Clare, John Hannah, Manu Bennett, Lucy Lawless, Peter Mensah, Nick E. Tarabay, Viva Bianca, Lesley-Ann Brandt, Jai Courtney, Daniel Feuerriegel",United States,TV-MA,"A Thracian man is condemned to a brutal death in the arena, only to outlast his executioners and be reborn as the enslaved gladiator Spartacus.","Action, Drama"
Movie,Sisterakas,Wenn V. Deramas,"Ai-Ai de las Alas, Vice Ganda, Kris Aquino, Xyriel Manabat, Daniel Padilla, Kathryn Bernardo, Tirso Cruz III, Deejay Durano, Gloria Diaz, Jeffrey Quizon",Philippines,TV-14,"Two half siblings separated by family conflict cross paths as adults at a fashion agency – but one of them has a vendetta, unbeknownst to the other.","Comedy, International"
Movie,Deathgrip,Clay Porter,"Brendan Fairclough, Olly Wilkins, Kyle Jameson, Andrew Neethling, Nico Vink, Ryan Howard, Sam Hill, Josh Bryceland, Brandon Semenuk",United Kingdom,TV-MA,Mountain bikers – including legend Brendan Fairclough – put their skills to the test and engage in daring feats set against vivid backdrops.,International
TV Show,Baby,,"Benedetta Porcaroli, Alice Pagani, Riccardo Mandolini, Chabeli Sastre Gonzalez, Brando Pacitto, Lorenzo Zurzolo, Claudia Pandolfi, Galatea Ranzi",Italy,TV-MA,"Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.","International, Drama, Kids"
Movie,Puriyatha Puthir,Ranjit Jeyakodi,"Vijay Sethupathi, Gayathrie, Mahima Nambiar, Arjunan, Ramesh Thilak, Ranjith",India,TV-MA,An aspiring music director begins to receive voyeuristic footage of his girlfriend from her apparent stalker as tragedy strikes those around him.,"International, Thriller"
TV Show,Romance is a bonus book,,"Lee Jong-suk, Lee Na-young, Jung Eugene, Wi Ha-jun, Kim Tae-woo, Kim Yu-mi, Cho Han-cheul, Kim Sun-young",South Korea,TV-14,A gifted writer who's the youngest editor-in-chief ever at his publishing company gets enmeshed in the life of a former copywriter desperate for a job.,"International, International, Romantic"
TV Show,Rubi,,"Bárbara Mori, Eduardo Santamarina, Sebastián Rulli, Jacqueline Bracamontes, Ana Martín, Yadhira Carrillo, Miguel Pizarro, Manuel Landeta, Antonio Medellin, Ana Bertha Espín, José Elías Moreno, Olivia Bucio",Mexico,TV-PG,"Ruby, jealous of her wealthy best friend Maribel, cooks up a scheme to marry a millionaire. Hector, Maribel's boyfriend, is her target.","International, Romantic, International"
TV Show,Criminal: France,,"Margot Bancilhon, Laurent Lucas, Stéphane Jobert, Anne Azoulay, Mhamed Arezki, Sara Giraudeau, Nathalie Baye, Jérémie Renier",,TV-MA,"Secrets emerge and entire cases unravel inside a police interview room in Paris, where suspects and investigators face off in an intricate dance.","International, Drama"
TV Show,Wynonna Earp,,"Melanie Scrofano, Shamier Anderson, Tim Rozon, Dominique Provost-Chalkley, Michael Eklund, Katherine Barrell, Greg Lawson, Natascha Girgis","Canada, United States",TV-14,The outcast descendant of lawman Wyatt Earp teams up with an immortal Doc Holliday to rid the world of demonic revenants from the Wild West.,"International, Action, Drama"
Movie,Simon Amstell: Set Free,Julia Knowles,Simon Amstell,,TV-MA,"Honest, introspective comic Simon Amstell digs deep and delivers a uniquely vulnerable stand-up set on love, ego, intimacy and ayahuasca.",Stand-up
TV Show,21 Sarfarosh: Saragarhi 1897,,"Luke Kenny, Mohit Raina, Mukul Dev",India,TV-14,"In one of history's greatest last stands, a battalion of 21 Sikh soldiers fights to defend their outpost from attack by over 10,000 Afghans.","International, Drama"
Movie,Lionheart,Genevieve Nnaji,"Genevieve Nnaji, Nkem Owoh, Pete Edochie, Onyeka Onwenu, Kanayo O. Kanayo",Nigeria,TV-PG,"When her father falls ill, Adaeze steps up to run the family business – alongside her uncle – and prove herself in a male-dominated world.","Comedy, Drama"
Movie,The Dark Crystal,"Frank Oz, Jim Henson","Jim Henson, Kathryn Mullen, Frank Oz, Dave Goelz, Stephen Garlick, Lisa Maxwell, Billie Whitelaw, Percy Edwards, Joseph O'Conor","United States, United Kingdom",PG,"In this mythical tale, Jen, the last of the Gelfling race, is charged with healing the Crystal of Truth after its mutilation sets off an era of terror.",Kids
Movie,The Charnel House,Craig Moss,"Callum Blue, Nadine Velazquez, Makenzie Moss, Erik LaRay Harvey, Danielle Lauder, Andy Favreau, Kate Linder, Neil Thackaberry, Alden Tab",United States,R,"After an architect transforms a slaughterhouse into trendy lofts, its new inhabitants discover that the structure is haunted by its evil past.","Horror, Thriller"
TV Show,Kath and Kim,,"Jane Turner, Gina Riley, Glenn Robbins, Peter Rowsthorn, Magda Szubanski",Australia,TV-14,"As Kath prepares to wed fine-meats purveyor Kel, her daughter Kim moves back home after becoming disillusioned with her two-month marriage to Brett.",Comedy
Movie,Thong Dee Fun Khao,Bin Bunluerit,"Buakaw Banchamek, Sornsin Maneewan, Phutharit Prombandal, Nantawut Boonrubsub, Vannapoom Songsuparp, Chutirada Junthit, Jaran Ngamdee, Kochakorn Nimakorn, Rapeepat Ekpankul, Manop Aswathep",Thailand,TV-MA,"After losing a boxing match, a talented Muay Thai fighter leaves home to train with the best. On his quest, he finds friends, foes and lots of action.","Action, International"
TV Show,How to Live Mortgage Free with Sarah Beeny,,,,TV-14,Real estate expert and TV presenter Sarah Beeny meets with clever property owners who share their colorful stories about living mortgage free.,"International, International"
Movie,Grease,Randal Kleiser,"John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway, Barry Pearl, Michael Tucci, Kelly Ward, Didi Conn, Jamie Donnelly, Dinah Manoff, Eve Arden, Dody Goodman, Sid Caesar, Joan Blondell, Frankie Avalon",United States,PG,John Travolta and Olivia Newton-John star in this hit musical comedy about a greaser and the good girl he falls for – much to his friends' chagrin.,Comedy
Movie,Iliza Shlesinger: Unveiled,Steve Paley,Iliza Shlesinger,United States,TV-MA,"Here comes the bride, and she's got plenty to say. Newlywed Iliza Shlesinger dissects wedding traditions as she mines her nuptials for laughs.",Stand-up
Movie,Rodney Carrington: Here Comes the Truth,Brandon Jones,Rodney Carrington,United States,TV-MA,"Raunchy country comic and musician Rodney Carrington jokes and sings about life in his 40s, poking fun at sex, relationships and gaining weight.",Stand-up
Movie,Baaghi,Sabir Khan,"Tiger Shroff, Shraddha Kapoor, Sudheer Babu, Paras Arora, Sunil Grover, Sourav Chakraborty, Shaurya Bhardawaj",India,TV-14,A martial artist faces his biggest test when he has to travel to Bangkok to rescue the woman he loves from the clutches of his romantic rival.,"Action, International"
TV Show,Saint Seiya: The Lost Canvas,,"Tetsuya Kakihara, Hiro Shimono, Aya Hirano, Atsushi Abe, Sanae Kobayashi, Kenta Miyake, Tomohiro Tsuboi, Nana Mizuki, Shigeru Chiba",Japan,TV-14,This anime adventure follows the battle between a saint of Athena and an avatar of Hades who's working on a painting that could destroy the world.,"Anime, International"
Movie,Secrets of Chatsworth,Susannah Ward,Samuel West,United States,TV-PG,"Tales of tragedy and scandal unfold through the history of Chatsworth, a grand estate that has been home to some of England's most noted aristocrats.","Documentaries, International"
TV Show,Chef's Table: France,,,,TV-14,Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.,Documentaries
Movie,You Can’t Fight Christmas,Kenny Young,"Brely Evans, Andra Fuller, Persia White, Porscha Coleman, Travis Winfrey, Nathan Davis Jr., Dedrick Bonner, Matthew Jones, Larry Poindexter, Richard Gant, Marla Gibbs",United States,TV-PG,"After stepping in to revitalize his family's hotel, a money-minded businessman clashes with the hotel's cheery, Christmas-loving decorator.","Comedy, Romantic"
Movie,Hridaynath,Amar Gupte,"Jackie Shroff, Aditya Pancholi, Swarangi Maharte, Ameya Hunaswadkar, Urmila Matondkar",India,TV-14,A schoolteacher known for his good deeds and benevolence takes a walk on the dark side after undergoing a heart transplant.,"Drama, International"
Movie,Dog Eat Dog,Paul Schrader,"Nicolas Cage, Willem Dafoe, Christopher Matthew Cook, Omar J. Dorsey, Louisa Krause, Melissa Bolona, Reynaldo Gallegos",United States,TV-MA,A delusional ex-con rejoins his unhinged former partners for one last job: kidnap the baby of a mobster's enemy for ransom.,"Drama, Thriller"
TV Show,A.D. Kingdom and Empire,,"Juan Pablo Di Pace, Adam Levy, Chipo Chung, Babou Ceesay, Emmett Scanlan, Will Thorp, Richard Coyle, Vincent Regan, Greta Scacchi, James Callis, Joanne Whalley, Jodhi May, Chris Brazier, Fraser Ayres, Jóhannes Haukur Jóhannesson, Ken Bones, Kenneth Collard",United States,TV-14,"In the wake of Jesus Christ's crucifixion, his apostles dedicate themselves to spreading his message, risking their freedom and their lives.",Drama
Movie,1922,Zak Hilditch,"Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard, Bob Frazer, Brian d'Arcy James, Neal McDonough",United States,TV-MA,"A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella.","Drama, Thriller"
Movie,Roh's Beauty,Sameh Abdulaziz,"Haifa Wehbe, Bassem Samra, Mohamed Lotfy, Ahmed Fathy, Nagua Fouad, Ahlam Al-Gritly, Karim El Abnoudi, Salah Abdullah, Hakim, Usha",Egypt,TV-MA,"Hoping to earn money to support her son, a single mother sings in a nightclub, where danger lurks around every corner.","Drama, International"
TV Show,Hormones,,"Pachara Chirathivat, Ungsumalynn Sirapatsakmetha, Sutatta Udomsilp, Chutavuth Pattarakampol, Sirachuch Chienthaworn, Gunn Junhavat, Sananthachat Thanapatpisal, Thanapob Leeratanakajorn, Supassra Thanachat, Sedthawut Anusit, Kemisara Paladesh",Thailand,TV-14,"High school students in Bangkok wrestle with issues such as sex, teen pregnancy, drugs, school violence, family turmoil and more in this Thai drama.","International, Romantic, Drama"
TV Show,"Love, Death & Robots",,"Topher Grace, Mary Elizabeth Winstead, Gary Cole, Samira Wiley, Daisuke Tsuji, Maurice LaMarche, Rebecca Riedy, Helen Sadler, Hayley McLaughlin, Time Winters, Elly Condron, Stefan Kapicic, Bruce Thomas, Jeff Berg, Aaron Himelstein, Carlos Alazraqui, Jill Talley, Brian Bloom, Chris Cox, Michael Benyaer, Fred Tatasciore, Scott Whyte, Josh Brener, Gary Anthony Williams, Chris Parnell, Graham Hamilton, Adam Bartley, Kevin Michael Richardson, Emma Thornett, Henry Douthwaite, Madeleine Knight, Rebecca Banatvala, Kirk Thornton, Yuri Lowenthal, Elaine Tan, Matthew Yang King, Gwendoline Yeo, Neil Kaplan, G.K. Bowes, Courtenay Taylor",United States,TV-MA,"Terrifying creatures, wicked surprises and dark comedy converge in this NSFW anthology of animated stories presented by Tim Miller and David Fincher.","Action, Horror, Sci-Fi & Fantasy"
Movie,Bert Kreischer: The Machine,Ryan Polito,Bert Kreischer,United States,TV-MA,"From his run-in with a grizzly bear to partying with the Russian mafia, the shirtless comic returns with laugh-out-loud tales in this stand-up special.",Stand-up
Movie,Children of God,John Smithson,,United Kingdom,TV-MA,"A former member examines the lingering effects of being raised in the Family, a cult whose disturbing practices include the sexual abuse of children.",Documentaries
Movie,Tim Allen: Men Are Pigs,Ellen Brown,Tim Allen,United States,TV-14,"Standup comedian Tim Allen delivers a set dedicated to ""men stuff"" like lawn care, power tools and why he grunts like an animal.",Stand-up
TV Show,Trigger Warning with Killer Mike,,Killer Mike,,TV-MA,"In this funny and provocative series, rapper and activist Killer Mike puts his revolutionary ideas about achieving social change into action.",Documentaries
Movie,HOMECOMING: A film by Beyoncé,Beyoncé Knowles-Carter,Beyoncé Knowles-Carter,,TV-MA,"This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.",Documentaries
Movie,"River, el más grande siempre","Marcelo Altmark, Mariano Mucci, Luis A. Scalella",,Argentina,TV-G,"Experience the highlights of Argentine soccer team Club Atlético River Plate's long history, from its early development to its major victories.","Documentaries, International"
TV Show,Frontier,,"Jason Momoa, Landon Liboiron, Alun Armstrong, Jessica Matten, Zoe Boyle, Allan Hawco, Evan Jonigkeit, Katie McGrath",Canada,TV-MA,"In 18th-century North America, ruthless trappers and entrepreneurs fight to wrest control of the fur trade from the mighty Hudson's Bay Company.","International, Action, Drama"
Movie,Little Singham: Mahabali,Prakash Satam,"Saumya Daan, Sonal Kaushal, Anamaya Verma, Ganesh Divekar, Neshma Chemburkar",,TV-Y7,"In a journey back in time to the ancient city of Mirchigadh, Little Singham vies for the title of Ultimate Warrior and fights a zombie king’s army.","Kids, Comedy"
Movie,Love Beats Rhymes,RZA,"Azealia Banks, Lucien Laviscount, Jill Scott, Common, Lorraine Toussaint, Hana Mae Lee, Jeremie Harris",United States,R,"After enrolling in a college poetry course, a struggling rapper finds inspiration for her new voice through slam poetry.","Drama, Romantic"
Movie,Have You Seen the Listers?,Eddie Martin,Anthony Lister,Australia,TV-MA,This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships.,"Documentaries, International"
Movie,The Green Inferno,Eli Roth,"Ignacia Allamand, Daryl Sabara, Nicolás Martínez, Lorenza Izzo, Ariel Levy, Magda Apanowicz, Sky Ferreira, Kirby Bliss Blanton, Aaron Burns, Ramón Llao, Richard Burgi","United States, Spain, Chile, Peru",R,"Determined to save an Amazon tribe being squeezed by logging, a group of students finds nothing but trouble when their plane crashes in the jungle.",Horror
Movie,Happy Hunting,"Joe Dietsch, Louie Gibson","Martin Dingle-Wall, Ken Lally, Kenny Wormald, Connor Williams, Gary Sturm, C.J. Baker, Jeremy Lawson, Liesel Hanson, Kenneth Billings, Michael Tipps",United States,TV-MA,"On the run from his meth-dealing employers, a drifter with a drinking problem becomes prey in a desert town's twisted hunting contest.",Horror
TV Show,Diamond Lover,,"Rain, Tiffany Tang, Luo Jin, Dilraba Dilmurat, Yao Yichen",China,TV-PG,"After an accident leads to great weight loss, once-obese Mi Duo embarks on a new life working for her secret crush, diamond company CEO Xiao Liang.","International, Romantic, Drama"
